date,product_id,actual,baseline_pred,ml_pred
2025-12-01,P09,100,115.57142857142857,101.59543766684571
2025-12-02,P09,108,113.42857142857143,101.45759040730063
2025-12-03,P09,82,114.57142857142857,96.62211275574556
2025-12-04,P09,92,114.42857142857143,100.34346355279624
2025-12-05,P09,108,111.57142857142857,104.38555542011086
2025-12-06,P09,195,111.28571428571429,158.0197737170237
2025-12-07,P09,167,115.14285714285714,152.83548010453293
2025-12-08,P09,135,121.71428571428571,128.14334025364312
2025-12-09,P09,91,126.71428571428571,104.0935560812723
2025-12-10,P09,84,124.28571428571429,98.01879215667788
2025-12-11,P09,87,124.57142857142857,100.983540162396
2025-12-12,P09,101,123.85714285714286,108.35127363752194
2025-12-13,P09,126,122.85714285714286,135.64945918457772
2025-12-14,P09,111,113.0,128.3691629214992
2025-12-15,P09,92,105.0,97.04082086678686
2025-12-16,P09,69,98.85714285714286,93.04441102970655
2025-12-17,P09,83,95.71428571428571,90.63289100747605
2025-12-18,P09,90,95.57142857142857,90.23619146379988
2025-12-19,P09,92,96.0,97.1976069229831
2025-12-20,P09,151,94.71428571428571,119.70362027608863
2025-12-21,P09,117,98.28571428571429,118.81141856296786
2025-12-22,P09,91,99.14285714285714,89.35391791378363
2025-12-23,P09,84,99.0,86.08161504937102
2025-12-24,P09,91,101.14285714285714,84.94307446055274
2025-12-25,P09,80,102.28571428571429,87.8719103275668
2025-12-26,P09,78,100.85714285714286,93.96582085749988
2025-12-27,P09,86,98.85714285714286,122.3174921157601
2025-12-28,P09,87,89.57142857142857,113.7430053743258
2025-12-29,P09,48,85.28571428571429,84.97242308022025
2025-12-30,P09,59,79.14285714285714,78.10949714892627
2025-11-01,P10,160,101.71428571428571,117.63826996151998
2025-11-02,P10,123,100.42857142857143,125.94679649054643
2025-11-03,P10,137,99.85714285714286,80.49063436392598
2025-11-04,P10,61,112.71428571428571,72.93112757102996
2025-11-05,P10,56,109.42857142857143,82.89065358883326
2025-11-06,P10,113,98.42857142857143,79.67336646325761
2025-11-07,P10,58,105.71428571428571,89.68007119431749
2025-11-08,P10,105,101.14285714285714,110.89470272904485
2025-11-09,P10,101,93.28571428571429,118.38425456121142
2025-11-10,P10,103,90.14285714285714,91.26654785061024
2025-11-11,P10,93,85.28571428571429,65.23736783480896
2025-11-12,P10,91,89.85714285714286,74.8560972492907
2025-11-13,P10,72,94.85714285714286,94.82842798828723
2025-11-14,P10,123,89.0,93.86887274050524
2025-11-15,P10,244,98.28571428571429,122.62854725829723
2025-11-16,P10,124,118.14285714285714,119.40033509083504
2025-11-17,P10,80,121.42857142857143,82.2299430689137
2025-11-18,P10,47,118.14285714285714,76.39439471133535
2025-11-19,P10,64,111.57142857142857,76.4466910355613
2025-11-20,P10,77,107.71428571428571,72.00563879033557
2025-11-21,P10,75,108.42857142857143,105.99490252340253
2025-11-22,P10,110,101.57142857142857,117.17705904280902
2025-11-23,P10,156,82.42857142857143,96.33326572928199
2025-11-24,P10,106,87.0,67.60711785284266
2025-11-25,P10,74,90.71428571428571,73.34498710599998
2025-11-26,P10,50,94.57142857142857,75.8168327065979
2025-11-27,P10,114,92.57142857142857,79.08381234890398
2025-11-28,P10,88,97.85714285714286,89.70530408456834
2025-11-29,P10,53,99.71428571428571,119.86830003973488
2025-11-30,P10,123,91.57142857142857,106.92833140103832
2025-12-01,P10,91,86.85714285714286,84.07578272646658
2025-12-02,P10,19,84.71428571428571,62.56657239783058
2025-12-03,P10,53,76.85714285714286,61.14715030997191
2025-12-04,P10,71,77.28571428571429,76.05833172109921
2025-12-05,P10,98,71.14285714285714,74.53052299343508
2025-12-06,P10,83,72.57142857142857,82.73197992113633
2025-12-07,P10,68,76.85714285714286,92.4188677626736
2025-12-08,P10,84,69.0,60.309804342129745
2025-12-09,P10,60,68.0,66.12106762182593
2025-12-10,P10,82,73.85714285714286,65.74701499786397
2025-12-11,P10,49,78.0,57.560407347850315
2025-12-12,P10,48,74.85714285714286,88.61010409436669
2025-12-13,P10,121,67.71428571428571,81.90821272911639
2025-12-14,P10,98,73.14285714285714,75.458100669262
2025-12-15,P10,89,77.42857142857143,61.36129255458192
2025-12-16,P10,58,78.14285714285714,63.71045221424065
2025-12-17,P10,54,77.85714285714286,60.114200796715956
2025-12-18,P10,103,73.85714285714286,61.61066957542132
2025-12-19,P10,44,81.57142857142857,76.17149694490277
2025-12-20,P10,136,81.0,85.6444852720584
2025-12-21,P10,128,83.14285714285714,96.86179411224269
2025-12-22,P10,88,87.42857142857143,64.98424381674157
2025-12-23,P10,55,87.28571428571429,64.00738546602742
2025-12-24,P10,54,86.85714285714286,63.704947155394144
2025-12-25,P10,69,86.85714285714286,77.29887406648764
2025-12-26,P10,38,82.0,78.75433742054558
2025-12-27,P10,54,81.14285714285714,71.85826783187873
2025-12-28,P10,84,69.42857142857143,86.69853070750307
2025-12-29,P10,64,63.142857142857146,62.24242698860317
2025-12-30,P10,37,59.714285714285715,63.473205058126524
