date,product_id,product_name,demand,promotion
2024-03-25,P03,USB-C Cable,83,0
2024-03-26,P03,USB-C Cable,97,0
2024-03-27,P03,USB-C Cable,160,1
2024-03-28,P03,USB-C Cable,129,1
2024-03-29,P03,USB-C Cable,122,1
2024-03-30,P03,USB-C Cable,185,1
2024-03-31,P03,USB-C Cable,104,0
2024-04-01,P03,USB-C Cable,130,1
2024-04-02,P03,USB-C Cable,129,1
2024-04-03,P03,USB-C Cable,83,0
2024-04-04,P03,USB-C Cable,121,0
2024-04-05,P03,USB-C Cable,99,0
2024-04-06,P03,USB-C Cable,129,0
2024-04-07,P03,USB-C Cable,103,0
2024-04-08,P03,USB-C Cable,106,0
2024-04-09,P03,USB-C Cable,101,0
2024-04-10,P03,USB-C Cable,95,0
2024-04-11,P03,USB-C Cable,83,0
2024-04-12,P03,USB-C Cable,108,0
2024-04-13,P03,USB-C Cable,115,0
2024-04-14,P03,USB-C Cable,138,0
2024-04-15,P03,USB-C Cable,99,0
2024-04-16,P03,USB-C Cable,93,0
2024-04-17,P03,USB-C Cable,71,0
2024-04-18,P03,USB-C Cable,87,0
2024-04-19,P03,USB-C Cable,114,0
2024-04-20,P03,USB-C Cable,147,0
2024-04-21,P03,USB-C Cable,135,0
2024-04-22,P03,USB-C Cable,78,0
2024-04-23,P03,USB-C Cable,140,1
2024-04-24,P03,USB-C Cable,127,1
2024-04-25,P03,USB-C Cable,140,1
2024-04-26,P03,USB-C Cable,167,1
2024-04-27,P03,USB-C Cable,129,0
2024-04-28,P03,USB-C Cable,121,0
2024-04-29,P03,USB-C Cable,89,0
2024-04-30,P03,USB-C Cable,90,0
2024-05-01,P03,USB-C Cable,96,0
2024-05-02,P03,USB-C Cable,104,0
2024-05-03,P03,USB-C Cable,106,0
2024-05-04,P03,USB-C Cable,129,0
2024-05-05,P03,USB-C Cable,126,0
2024-05-06,P03,USB-C Cable,77,0
2024-05-07,P03,USB-C Cable,100,0
2024-05-08,P03,USB-C Cable,97,0
2024-05-09,P03,USB-C Cable,101,0
2024-05-10,P03,USB-C Cable,121,0
2024-05-11,P03,USB-C Cable,109,0
2024-05-12,P03,USB-C Cable,101,0
2024-05-13,P03,USB-C Cable,98,0
2024-05-14,P03,USB-C Cable,96,0
2024-05-15,P03,USB-C Cable,131,1
2024-05-16,P03,USB-C Cable,188,1
2024-05-17,P03,USB-C Cable,164,1
2024-05-18,P03,USB-C Cable,242,1
2024-05-19,P03,USB-C Cable,142,0
2024-05-20,P03,USB-C Cable,103,0
2024-05-21,P03,USB-C Cable,88,0
2024-05-22,P03,USB-C Cable,106,0
2024-05-23,P03,USB-C Cable,111,0
2024-05-24,P03,USB-C Cable,130,0
2024-05-25,P03,USB-C Cable,126,0
2024-05-26,P03,USB-C Cable,125,0
2024-05-27,P03,USB-C Cable,105,0
2024-05-28,P03,USB-C Cable,98,0
2024-05-29,P03,USB-C Cable,88,0
2024-05-30,P03,USB-C Cable,107,0
2024-05-31,P03,USB-C Cable,120,0
2024-06-01,P03,USB-C Cable,140,0
2024-06-02,P03,USB-C Cable,131,0
2024-06-03,P03,USB-C Cable,95,0
2024-06-04,P03,USB-C Cable,112,0
2024-06-05,P03,USB-C Cable,91,0
2024-06-06,P03,USB-C Cable,97,0
2024-06-07,P03,USB-C Cable,114,0
2024-06-08,P03,USB-C Cable,152,0
2024-06-09,P03,USB-C Cable,110,0
2024-06-10,P03,USB-C Cable,85,0
2024-06-11,P03,USB-C Cable,78,0
2024-06-12,P03,USB-C Cable,101,0
2024-06-13,P03,USB-C Cable,92,0
2024-06-14,P03,USB-C Cable,110,0
2024-06-15,P03,USB-C Cable,149,0
2024-06-16,P03,USB-C Cable,121,0
2024-06-17,P03,USB-C Cable,101,0
2024-06-18,P03,USB-C Cable,96,0
2024-06-19,P03,USB-C Cable,107,0
2024-06-20,P03,USB-C Cable,109,0
2024-06-21,P03,USB-C Cable,106,0
2024-06-22,P03,USB-C Cable,138,0
2024-06-23,P03,USB-C Cable,143,0
2024-06-24,P03,USB-C Cable,102,0
2024-06-25,P03,USB-C Cable,85,0
2024-06-26,P03,USB-C Cable,107,0
2024-06-27,P03,USB-C Cable,92,0
2024-06-28,P03,USB-C Cable,130,0
2024-06-29,P03,USB-C Cable,154,0
2024-06-30,P03,USB-C Cable,133,0
2024-07-01,P03,USB-C Cable,100,0
2024-07-02,P03,USB-C Cable,96,0
2024-07-03,P03,USB-C Cable,107,0
2024-07-04,P03,USB-C Cable,100,0
2024-07-05,P03,USB-C Cable,117,0
2024-07-06,P03,USB-C Cable,152,0
2024-07-07,P03,USB-C Cable,122,0
2024-07-08,P03,USB-C Cable,92,0
2024-07-09,P03,USB-C Cable,86,0
2024-07-10,P03,USB-C Cable,90,0
2024-07-11,P03,USB-C Cable,84,0
2024-07-12,P03,USB-C Cable,122,0
2024-07-13,P03,USB-C Cable,164,0
2024-07-14,P03,USB-C Cable,147,0
2024-07-15,P03,USB-C Cable,82,0
2024-07-16,P03,USB-C Cable,105,0
2024-07-17,P03,USB-C Cable,114,0
2024-07-18,P03,USB-C Cable,98,0
2024-07-19,P03,USB-C Cable,114,0
2024-07-20,P03,USB-C Cable,111,0
2024-07-21,P03,USB-C Cable,132,0
2024-07-22,P03,USB-C Cable,87,0
2024-07-23,P03,USB-C Cable,99,0
2024-07-24,P03,USB-C Cable,84,0
2024-07-25,P03,USB-C Cable,108,0
2024-07-26,P03,USB-C Cable,124,0
2024-07-27,P03,USB-C Cable,127,0
2024-07-28,P03,USB-C Cable,113,0
2024-07-29,P03,USB-C Cable,76,0
2024-07-30,P03,USB-C Cable,94,0
2024-07-31,P03,USB-C Cable,93,0
2024-08-01,P03,USB-C Cable,86,0
2024-08-02,P03,USB-C Cable,117,0
2024-08-03,P03,USB-C Cable,131,0
2024-08-04,P03,USB-C Cable,113,0
2024-08-05,P03,USB-C Cable,91,0
2024-08-06,P03,USB-C Cable,106,0
2024-08-07,P03,USB-C Cable,104,0
2024-08-08,P03,USB-C Cable,99,0
2024-08-09,P03,USB-C Cable,117,0
2024-08-10,P03,USB-C Cable,120,0
2024-08-11,P03,USB-C Cable,126,0
2024-08-12,P03,USB-C Cable,96,0
2024-08-13,P03,USB-C Cable,91,0
2024-08-14,P03,USB-C Cable,101,0
2024-08-15,P03,USB-C Cable,92,0
2024-08-16,P03,USB-C Cable,115,0
2024-08-17,P03,USB-C Cable,142,0
2024-08-18,P03,USB-C Cable,88,0
2024-08-19,P03,USB-C Cable,105,0
2024-08-20,P03,USB-C Cable,65,0
2024-08-21,P03,USB-C Cable,90,0
2024-08-22,P03,USB-C Cable,109,0
2024-08-23,P03,USB-C Cable,105,0
2024-08-24,P03,USB-C Cable,113,0
2024-08-25,P03,USB-C Cable,109,0
2024-08-26,P03,USB-C Cable,103,0
2024-08-27,P03,USB-C Cable,75,0
2024-08-28,P03,USB-C Cable,105,0
2024-08-29,P03,USB-C Cable,97,0
2024-08-30,P03,USB-C Cable,94,0
2024-08-31,P03,USB-C Cable,124,0
2024-09-01,P03,USB-C Cable,109,0
2024-09-02,P03,USB-C Cable,100,0
2024-09-03,P03,USB-C Cable,99,0
2024-09-04,P03,USB-C Cable,77,0
2024-09-05,P03,USB-C Cable,92,0
2024-09-06,P03,USB-C Cable,97,0
2024-09-07,P03,USB-C Cable,146,0
2024-09-08,P03,USB-C Cable,104,0
2024-09-09,P03,USB-C Cable,105,0
2024-09-10,P03,USB-C Cable,90,0
2024-09-11,P03,USB-C Cable,82,0
2024-09-12,P03,USB-C Cable,89,0
2024-09-13,P03,USB-C Cable,96,0
2024-09-14,P03,USB-C Cable,112,0
2024-09-15,P03,USB-C Cable,119,0
2024-09-16,P03,USB-C Cable,79,0
2024-09-17,P03,USB-C Cable,70,0
2024-09-18,P03,USB-C Cable,88,0
2024-09-19,P03,USB-C Cable,77,0
2024-09-20,P03,USB-C Cable,95,0
2024-09-21,P03,USB-C Cable,115,0
2024-09-22,P03,USB-C Cable,106,0
2024-09-23,P03,USB-C Cable,106,0
2024-09-24,P03,USB-C Cable,89,0
2024-09-25,P03,USB-C Cable,92,0
2024-09-26,P03,USB-C Cable,76,0
2024-09-27,P03,USB-C Cable,95,0
2024-09-28,P03,USB-C Cable,127,0
2024-09-29,P03,USB-C Cable,103,0
2024-09-30,P03,USB-C Cable,95,0
2024-10-01,P03,USB-C Cable,111,0
2024-10-02,P03,USB-C Cable,125,0
2024-10-03,P03,USB-C Cable,125,0
2024-10-04,P03,USB-C Cable,148,0
2024-10-05,P03,USB-C Cable,167,0
2024-10-06,P03,USB-C Cable,160,0
2024-10-07,P03,USB-C Cable,122,0
2024-10-08,P03,USB-C Cable,115,0
2024-10-09,P03,USB-C Cable,133,0
2024-10-10,P03,USB-C Cable,134,0
2024-10-11,P03,USB-C Cable,142,0
2024-10-12,P03,USB-C Cable,168,0
2024-10-13,P03,USB-C Cable,175,0
2024-10-14,P03,USB-C Cable,120,0
2024-10-15,P03,USB-C Cable,119,0
2024-10-16,P03,USB-C Cable,127,0
2024-10-17,P03,USB-C Cable,151,0
2024-10-18,P03,USB-C Cable,123,0
2024-10-19,P03,USB-C Cable,187,0
2024-10-20,P03,USB-C Cable,130,0
2024-10-21,P03,USB-C Cable,124,0
2024-10-22,P03,USB-C Cable,141,0
2024-10-23,P03,USB-C Cable,130,0
2024-10-24,P03,USB-C Cable,130,0
2024-10-25,P03,USB-C Cable,132,0
2024-10-26,P03,USB-C Cable,172,0
2024-10-27,P03,USB-C Cable,155,0
2024-10-28,P03,USB-C Cable,111,0
2024-10-29,P03,USB-C Cable,117,0
2024-10-30,P03,USB-C Cable,125,0
2024-10-31,P03,USB-C Cable,116,0
2024-11-01,P03,USB-C Cable,127,0
2024-11-02,P03,USB-C Cable,147,0
2024-11-03,P03,USB-C Cable,163,0
2024-11-04,P03,USB-C Cable,126,0
2024-11-05,P03,USB-C Cable,122,0
2024-11-06,P03,USB-C Cable,133,0
2024-11-07,P03,USB-C Cable,126,0
2024-11-08,P03,USB-C Cable,143,0
2024-11-09,P03,USB-C Cable,173,0
2024-11-10,P03,USB-C Cable,154,0
2024-11-11,P03,USB-C Cable,112,0
2024-11-12,P03,USB-C Cable,144,0
2024-11-13,P03,USB-C Cable,115,0
2024-11-14,P03,USB-C Cable,191,1
2024-11-15,P03,USB-C Cable,159,1
2024-11-16,P03,USB-C Cable,280,1
2024-11-17,P03,USB-C Cable,256,1
2024-11-18,P03,USB-C Cable,124,0
2024-11-19,P03,USB-C Cable,102,0
2024-11-20,P03,USB-C Cable,141,0
2024-11-21,P03,USB-C Cable,131,0
2024-11-22,P03,USB-C Cable,135,0
2024-11-23,P03,USB-C Cable,192,0
2024-11-24,P03,USB-C Cable,156,0
2024-11-25,P03,USB-C Cable,116,0
2024-11-26,P03,USB-C Cable,109,0
2024-11-27,P03,USB-C Cable,126,0
2024-11-28,P03,USB-C Cable,128,0
2024-11-29,P03,USB-C Cable,135,0
2024-11-30,P03,USB-C Cable,152,0
2024-12-01,P03,USB-C Cable,139,0
2024-12-02,P03,USB-C Cable,103,0
2024-12-03,P03,USB-C Cable,90,0
2024-12-04,P03,USB-C Cable,90,0
2024-12-05,P03,USB-C Cable,115,0
2024-12-06,P03,USB-C Cable,89,0
2024-12-07,P03,USB-C Cable,150,0
2024-12-08,P03,USB-C Cable,130,0
2024-12-09,P03,USB-C Cable,117,0
2024-12-10,P03,USB-C Cable,98,0
2024-12-11,P03,USB-C Cable,113,0
2024-12-12,P03,USB-C Cable,105,0
2024-12-13,P03,USB-C Cable,121,0
2024-12-14,P03,USB-C Cable,158,0
2024-12-15,P03,USB-C Cable,130,0
2024-12-16,P03,USB-C Cable,114,0
2024-12-17,P03,USB-C Cable,93,0
2024-12-18,P03,USB-C Cable,109,0
2024-12-19,P03,USB-C Cable,119,0
2024-12-20,P03,USB-C Cable,128,0
2024-12-21,P03,USB-C Cable,175,0
2024-12-22,P03,USB-C Cable,126,0
2024-12-23,P03,USB-C Cable,89,0
2024-12-24,P03,USB-C Cable,93,0
2024-12-25,P03,USB-C Cable,113,0
2024-12-26,P03,USB-C Cable,88,0
2024-12-27,P03,USB-C Cable,93,0
2024-12-28,P03,USB-C Cable,101,0
2024-12-29,P03,USB-C Cable,113,0
2024-12-30,P03,USB-C Cable,70,0
2024-12-31,P03,USB-C Cable,89,0
2025-01-01,P03,USB-C Cable,121,0
2025-01-02,P03,USB-C Cable,101,0
2025-01-03,P03,USB-C Cable,113,0
2025-01-04,P03,USB-C Cable,125,0
2025-01-05,P03,USB-C Cable,100,0
2025-01-06,P03,USB-C Cable,76,0
2025-01-07,P03,USB-C Cable,72,0
2025-01-08,P03,USB-C Cable,70,0
2025-01-09,P03,USB-C Cable,99,0
2025-01-10,P03,USB-C Cable,96,0
2025-01-11,P03,USB-C Cable,119,0
2025-01-12,P03,USB-C Cable,103,0
2025-01-13,P03,USB-C Cable,80,0
2025-01-14,P03,USB-C Cable,89,0
2025-01-15,P03,USB-C Cable,83,0
2025-01-16,P03,USB-C Cable,140,1
2025-01-17,P03,USB-C Cable,106,1
2025-01-18,P03,USB-C Cable,157,1
2025-01-19,P03,USB-C Cable,133,1
2025-01-20,P03,USB-C Cable,71,0
2025-01-21,P03,USB-C Cable,81,0
2025-01-22,P03,USB-C Cable,84,0
2025-01-23,P03,USB-C Cable,68,0
2025-01-24,P03,USB-C Cable,86,0
2025-01-25,P03,USB-C Cable,122,0
2025-01-26,P03,USB-C Cable,113,0
2025-01-27,P03,USB-C Cable,73,0
2025-01-28,P03,USB-C Cable,84,0
2025-01-29,P03,USB-C Cable,93,0
2025-01-30,P03,USB-C Cable,94,0
2025-01-31,P03,USB-C Cable,95,0
2025-02-01,P03,USB-C Cable,113,0
2025-02-02,P03,USB-C Cable,103,0
2025-02-03,P03,USB-C Cable,87,0
2025-02-04,P03,USB-C Cable,85,0
2025-02-05,P03,USB-C Cable,91,0
2025-02-06,P03,USB-C Cable,89,0
2025-02-07,P03,USB-C Cable,105,0
2025-02-08,P03,USB-C Cable,121,0
2025-02-09,P03,USB-C Cable,120,0
2025-02-10,P03,USB-C Cable,92,0
2025-02-11,P03,USB-C Cable,78,0
2025-02-12,P03,USB-C Cable,71,0
2025-02-13,P03,USB-C Cable,103,0
2025-02-14,P03,USB-C Cable,101,0
2025-02-15,P03,USB-C Cable,100,0
2025-02-16,P03,USB-C Cable,104,0
2025-02-17,P03,USB-C Cable,92,0
2025-02-18,P03,USB-C Cable,83,0
2025-02-19,P03,USB-C Cable,83,0
2025-02-20,P03,USB-C Cable,103,0
2025-02-21,P03,USB-C Cable,90,0
2025-02-22,P03,USB-C Cable,113,0
2025-02-23,P03,USB-C Cable,117,0
2025-02-24,P03,USB-C Cable,90,0
2025-02-25,P03,USB-C Cable,91,0
2025-02-26,P03,USB-C Cable,97,0
2025-02-27,P03,USB-C Cable,94,0
2025-02-28,P03,USB-C Cable,106,0
2025-03-01,P03,USB-C Cable,122,0
2025-03-02,P03,USB-C Cable,117,0
2025-03-03,P03,USB-C Cable,89,0
2025-03-04,P03,USB-C Cable,90,0
2025-03-05,P03,USB-C Cable,140,1
2025-03-06,P03,USB-C Cable,129,1
2025-03-07,P03,USB-C Cable,144,1
2025-03-08,P03,USB-C Cable,211,1
2025-03-09,P03,USB-C Cable,111,0
2025-03-10,P03,USB-C Cable,93,0
2025-03-11,P03,USB-C Cable,99,0
2025-03-12,P03,USB-C Cable,93,0
2025-03-13,P03,USB-C Cable,117,0
2025-03-14,P03,USB-C Cable,174,1
2025-03-15,P03,USB-C Cable,203,1
2025-03-16,P03,USB-C Cable,196,1
2025-03-17,P03,USB-C Cable,167,1
2025-03-18,P03,USB-C Cable,90,0
2025-03-19,P03,USB-C Cable,90,0
2025-03-20,P03,USB-C Cable,123,0
2025-03-21,P03,USB-C Cable,111,0
2025-03-22,P03,USB-C Cable,121,0
2025-03-23,P03,USB-C Cable,113,0
2025-03-24,P03,USB-C Cable,84,0
2025-03-25,P03,USB-C Cable,101,0
2025-03-26,P03,USB-C Cable,91,0
2025-03-27,P03,USB-C Cable,99,0
2025-03-28,P03,USB-C Cable,107,0
2025-03-29,P03,USB-C Cable,143,0
2025-03-30,P03,USB-C Cable,113,0
2025-03-31,P03,USB-C Cable,84,0
2025-04-01,P03,USB-C Cable,96,0
2025-04-02,P03,USB-C Cable,102,0
2025-04-03,P03,USB-C Cable,103,0
2025-04-04,P03,USB-C Cable,101,0
2025-04-05,P03,USB-C Cable,144,0
2025-04-06,P03,USB-C Cable,116,0
2025-04-07,P03,USB-C Cable,90,0
2025-04-08,P03,USB-C Cable,86,0
2025-04-09,P03,USB-C Cable,110,0
2025-04-10,P03,USB-C Cable,107,0
2025-04-11,P03,USB-C Cable,118,0
2025-04-12,P03,USB-C Cable,154,0
2025-04-13,P03,USB-C Cable,163,0
2025-04-14,P03,USB-C Cable,80,0
2025-04-15,P03,USB-C Cable,90,0
2025-04-16,P03,USB-C Cable,93,0
2025-04-17,P03,USB-C Cable,94,0
2025-04-18,P03,USB-C Cable,101,0
2025-04-19,P03,USB-C Cable,134,0
2025-04-20,P03,USB-C Cable,113,0
2025-04-21,P03,USB-C Cable,101,0
2025-04-22,P03,USB-C Cable,99,0
2025-04-23,P03,USB-C Cable,105,0
2025-04-24,P03,USB-C Cable,109,0
2025-04-25,P03,USB-C Cable,121,0
2025-04-26,P03,USB-C Cable,135,0
2025-04-27,P03,USB-C Cable,158,0
2025-04-28,P03,USB-C Cable,101,0
2025-04-29,P03,USB-C Cable,81,0
2025-04-30,P03,USB-C Cable,91,0
2025-05-01,P03,USB-C Cable,87,0
2025-05-02,P03,USB-C Cable,116,0
2025-05-03,P03,USB-C Cable,140,0
2025-05-04,P03,USB-C Cable,126,0
2025-05-05,P03,USB-C Cable,120,0
2025-05-06,P03,USB-C Cable,106,0
2025-05-07,P03,USB-C Cable,110,0
2025-05-08,P03,USB-C Cable,96,0
2025-05-09,P03,USB-C Cable,105,0
2025-05-10,P03,USB-C Cable,144,0
2025-05-11,P03,USB-C Cable,135,0
2025-05-12,P03,USB-C Cable,82,0
2025-05-13,P03,USB-C Cable,100,0
2025-05-14,P03,USB-C Cable,104,0
2025-05-15,P03,USB-C Cable,105,0
2025-05-16,P03,USB-C Cable,108,0
2025-05-17,P03,USB-C Cable,137,0
2025-05-18,P03,USB-C Cable,132,0
2025-05-19,P03,USB-C Cable,103,0
2025-05-20,P03,USB-C Cable,108,0
2025-05-21,P03,USB-C Cable,116,0
2025-05-22,P03,USB-C Cable,105,0
2025-05-23,P03,USB-C Cable,113,0
2025-05-24,P03,USB-C Cable,152,0
2025-05-25,P03,USB-C Cable,144,0
2025-05-26,P03,USB-C Cable,98,0
2025-05-27,P03,USB-C Cable,111,0
2025-05-28,P03,USB-C Cable,116,0
2025-05-29,P03,USB-C Cable,123,0
2025-05-30,P03,USB-C Cable,141,0
2025-05-31,P03,USB-C Cable,134,0
2025-06-01,P03,USB-C Cable,136,0
2025-06-02,P03,USB-C Cable,104,0
2025-06-03,P03,USB-C Cable,103,0
2025-06-04,P03,USB-C Cable,99,0
2025-06-05,P03,USB-C Cable,93,0
2025-06-06,P03,USB-C Cable,121,0
2025-06-07,P03,USB-C Cable,230,1
2025-06-08,P03,USB-C Cable,199,1
2025-06-09,P03,USB-C Cable,106,0
2025-06-10,P03,USB-C Cable,106,0
2025-06-11,P03,USB-C Cable,112,0
2025-06-12,P03,USB-C Cable,133,0
2025-06-13,P03,USB-C Cable,124,0
2025-06-14,P03,USB-C Cable,155,0
2025-06-15,P03,USB-C Cable,122,0
2025-06-16,P03,USB-C Cable,91,0
2025-06-17,P03,USB-C Cable,121,0
2025-06-18,P03,USB-C Cable,97,0
2025-06-19,P03,USB-C Cable,98,0
2025-06-20,P03,USB-C Cable,120,0
2025-06-21,P03,USB-C Cable,147,0
2025-06-22,P03,USB-C Cable,125,0
2025-06-23,P03,USB-C Cable,101,0
2025-06-24,P03,USB-C Cable,162,1
2025-06-25,P03,USB-C Cable,180,1
2025-06-26,P03,USB-C Cable,146,1
2025-06-27,P03,USB-C Cable,102,0
2025-06-28,P03,USB-C Cable,137,0
2025-06-29,P03,USB-C Cable,137,0
2025-06-30,P03,USB-C Cable,116,0
2025-07-01,P03,USB-C Cable,93,0
2025-07-02,P03,USB-C Cable,106,0
2025-07-03,P03,USB-C Cable,117,0
2025-07-04,P03,USB-C Cable,92,0
2025-07-05,P03,USB-C Cable,163,0
2025-07-06,P03,USB-C Cable,121,0
2025-07-07,P03,USB-C Cable,108,0
2025-07-08,P03,USB-C Cable,107,0
2025-07-09,P03,USB-C Cable,118,0
2025-07-10,P03,USB-C Cable,115,0
2025-07-11,P03,USB-C Cable,92,0
2025-07-12,P03,USB-C Cable,199,1
2025-07-13,P03,USB-C Cable,196,1
2025-07-14,P03,USB-C Cable,156,1
2025-07-15,P03,USB-C Cable,136,1
2025-07-16,P03,USB-C Cable,101,0
2025-07-17,P03,USB-C Cable,114,0
2025-07-18,P03,USB-C Cable,107,0
2025-07-19,P03,USB-C Cable,156,0
2025-07-20,P03,USB-C Cable,148,0
2025-07-21,P03,USB-C Cable,105,0
2025-07-22,P03,USB-C Cable,72,0
2025-07-23,P03,USB-C Cable,92,0
2025-07-24,P03,USB-C Cable,129,0
2025-07-25,P03,USB-C Cable,113,0
2025-07-26,P03,USB-C Cable,117,0
2025-07-27,P03,USB-C Cable,152,0
2025-07-28,P03,USB-C Cable,103,0
2025-07-29,P03,USB-C Cable,114,0
2025-07-30,P03,USB-C Cable,107,0
2025-07-31,P03,USB-C Cable,113,0
2025-08-01,P03,USB-C Cable,123,0
2025-08-02,P03,USB-C Cable,155,0
2025-08-03,P03,USB-C Cable,165,0
2025-08-04,P03,USB-C Cable,112,0
2025-08-05,P03,USB-C Cable,86,0
2025-08-06,P03,USB-C Cable,108,0
2025-08-07,P03,USB-C Cable,119,0
2025-08-08,P03,USB-C Cable,131,0
2025-08-09,P03,USB-C Cable,138,0
2025-08-10,P03,USB-C Cable,149,0
2025-08-11,P03,USB-C Cable,110,0
2025-08-12,P03,USB-C Cable,127,0
2025-08-13,P03,USB-C Cable,95,0
2025-08-14,P03,USB-C Cable,100,0
2025-08-15,P03,USB-C Cable,113,0
2025-08-16,P03,USB-C Cable,135,0
2025-08-17,P03,USB-C Cable,120,0
2025-08-18,P03,USB-C Cable,72,0
2025-08-19,P03,USB-C Cable,95,0
2025-08-20,P03,USB-C Cable,106,0
2025-08-21,P03,USB-C Cable,100,0
2025-08-22,P03,USB-C Cable,137,0
2025-08-23,P03,USB-C Cable,141,0
2025-08-24,P03,USB-C Cable,147,0
2025-08-25,P03,USB-C Cable,101,0
2025-08-26,P03,USB-C Cable,107,0
2025-08-27,P03,USB-C Cable,103,0
2025-08-28,P03,USB-C Cable,118,0
2025-08-29,P03,USB-C Cable,114,0
2025-08-30,P03,USB-C Cable,146,0
2025-08-31,P03,USB-C Cable,134,0
2025-09-01,P03,USB-C Cable,95,0
2025-09-02,P03,USB-C Cable,101,0
2025-09-03,P03,USB-C Cable,122,0
2025-09-04,P03,USB-C Cable,100,0
2025-09-05,P03,USB-C Cable,117,0
2025-09-06,P03,USB-C Cable,155,0
2025-09-07,P03,USB-C Cable,142,0
2025-09-08,P03,USB-C Cable,97,0
2025-09-09,P03,USB-C Cable,73,0
2025-09-10,P03,USB-C Cable,103,0
2025-09-11,P03,USB-C Cable,79,0
2025-09-12,P03,USB-C Cable,127,0
2025-09-13,P03,USB-C Cable,138,0
2025-09-14,P03,USB-C Cable,138,0
2025-09-15,P03,USB-C Cable,87,0
2025-09-16,P03,USB-C Cable,80,0
2025-09-17,P03,USB-C Cable,99,0
2025-09-18,P03,USB-C Cable,99,0
2025-09-19,P03,USB-C Cable,104,0
2025-09-20,P03,USB-C Cable,135,0
2025-09-21,P03,USB-C Cable,158,0
2025-09-22,P03,USB-C Cable,102,0
2025-09-23,P03,USB-C Cable,104,0
2025-09-24,P03,USB-C Cable,104,0
2025-09-25,P03,USB-C Cable,148,1
2025-09-26,P03,USB-C Cable,153,1
2025-09-27,P03,USB-C Cable,184,1
2025-09-28,P03,USB-C Cable,160,1
2025-09-29,P03,USB-C Cable,107,0
2025-09-30,P03,USB-C Cable,99,0
2025-10-01,P03,USB-C Cable,146,0
2025-10-02,P03,USB-C Cable,149,0
2025-10-03,P03,USB-C Cable,154,0
2025-10-04,P03,USB-C Cable,193,0
2025-10-05,P03,USB-C Cable,154,0
2025-10-06,P03,USB-C Cable,104,0
2025-10-07,P03,USB-C Cable,134,0
2025-10-08,P03,USB-C Cable,139,0
2025-10-09,P03,USB-C Cable,156,0
2025-10-10,P03,USB-C Cable,176,0
2025-10-11,P03,USB-C Cable,216,0
2025-10-12,P03,USB-C Cable,155,0
2025-10-13,P03,USB-C Cable,126,0
2025-10-14,P03,USB-C Cable,137,0
2025-10-15,P03,USB-C Cable,167,0
2025-10-16,P03,USB-C Cable,157,0
2025-10-17,P03,USB-C Cable,167,0
2025-10-18,P03,USB-C Cable,177,0
2025-10-19,P03,USB-C Cable,155,0
2025-10-20,P03,USB-C Cable,139,0
2025-10-21,P03,USB-C Cable,115,0
2025-10-22,P03,USB-C Cable,128,0
2025-10-23,P03,USB-C Cable,134,0
2025-10-24,P03,USB-C Cable,172,0
2025-10-25,P03,USB-C Cable,176,0
2025-10-26,P03,USB-C Cable,127,0
2025-10-27,P03,USB-C Cable,134,0
2025-10-28,P03,USB-C Cable,119,0
2025-10-29,P03,USB-C Cable,131,0
2025-10-30,P03,USB-C Cable,133,0
2025-10-31,P03,USB-C Cable,143,0
2025-11-01,P03,USB-C Cable,194,0
2025-11-02,P03,USB-C Cable,141,0
2025-11-03,P03,USB-C Cable,193,1
2025-11-04,P03,USB-C Cable,178,1
2025-11-05,P03,USB-C Cable,137,0
2025-11-06,P03,USB-C Cable,147,0
2025-11-07,P03,USB-C Cable,145,0
2025-11-08,P03,USB-C Cable,143,0
2025-11-09,P03,USB-C Cable,177,0
2025-11-10,P03,USB-C Cable,104,0
2025-11-11,P03,USB-C Cable,129,0
2025-11-12,P03,USB-C Cable,116,0
2025-11-13,P03,USB-C Cable,116,0
2025-11-14,P03,USB-C Cable,138,0
2025-11-15,P03,USB-C Cable,174,0
2025-11-16,P03,USB-C Cable,153,0
2025-11-17,P03,USB-C Cable,131,0
2025-11-18,P03,USB-C Cable,118,0
2025-11-19,P03,USB-C Cable,139,0
2025-11-20,P03,USB-C Cable,134,0
2025-11-21,P03,USB-C Cable,133,0
2025-11-22,P03,USB-C Cable,160,0
2025-11-23,P03,USB-C Cable,136,0
2025-11-24,P03,USB-C Cable,127,0
2025-11-25,P03,USB-C Cable,119,0
2025-11-26,P03,USB-C Cable,96,0
2025-11-27,P03,USB-C Cable,123,0
2025-11-28,P03,USB-C Cable,130,0
2025-11-29,P03,USB-C Cable,202,0
2025-11-30,P03,USB-C Cable,134,0
2025-12-01,P03,USB-C Cable,94,0
2025-12-02,P03,USB-C Cable,122,0
2025-12-03,P03,USB-C Cable,160,1
2025-12-04,P03,USB-C Cable,176,1
2025-12-05,P03,USB-C Cable,98,0
2025-12-06,P03,USB-C Cable,127,0
2025-12-07,P03,USB-C Cable,140,0
2025-12-08,P03,USB-C Cable,127,0
2025-12-09,P03,USB-C Cable,105,0
2025-12-10,P03,USB-C Cable,113,0
2025-12-11,P03,USB-C Cable,128,0
2025-12-12,P03,USB-C Cable,154,0
2025-12-13,P03,USB-C Cable,147,0
2025-12-14,P03,USB-C Cable,144,0
2025-12-15,P03,USB-C Cable,129,1
2025-12-16,P03,USB-C Cable,141,1
2025-12-17,P03,USB-C Cable,159,1
2025-12-18,P03,USB-C Cable,168,1
2025-12-19,P03,USB-C Cable,130,0
